CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,OriginalSourceofCellLine,Characteristics,GrowthMedium,Supplements,FreezingMedium,DoublingTimefromVendor,DoublingTimeCalculatedhrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,NameAstra
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-636,"RPMI-8402",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,female,<undefined>,16,<undefined>,<undefined>,Caucasian,<undefined>,TALL,CCLE,DSMZ,"SUSPENSION","RPMI-1640+ 10% FBS","NA",5,<undefined>,51.7,T-cell_ALL,T-cell_ALL,Leukemia:ALL,146.5725381,ALL,
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-664,"SU-DHL-1",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NS,NS,male,<undefined>,10,<undefined>,<undefined>,Caucasian,pleura,anaplastic_large_cell_lymphoma,CCLE,DSMZ,"polymorphic cells growing in suspention, singly or in small clusters","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  40-50 hrs,NaN,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,125.341816,NA,
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-372,"P12-ICHIKAWA",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,<undefined>,7,<undefined>,<undefined>,Asian,<undefined>,TALL,CCLE,DSMZ,"single, polymorph cells in suspention","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  40-50 hrs,NaN,T-cell_ALL,T-cell_ALL,Leukemia:ALL,145.9780565,ALL,
BFTC905_URINARY_TRACT,-802,"BFTC-905",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,papillary_transitional_cell_carcinoma,NS,female,<undefined>,51,asian,chinese,Asian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","DMEM + 10%FBS","NA",5,<undefined>,38.3,urinary_tract,urinary_tract,Bladder:Carcinoma,177.9929204,BLCA,
BFTC909_KIDNEY,-792,"BFTC-909",primary,kidney,NS,NS,NS,carcinoma,NS,NS,NS,male,<undefined>,64,asian,taiwan,Asian,<undefined>,<undefined>,CCLE,DSMZ,"epithelial-like (spindle) cells growing in monolayers; cells contain considerable amounts of small, dark granules","DMEM + 10% FBS","NA",10,~  50hrs,40,kidney,kidney,Kidney:Carcinoma,167.9478402,KIRC,
MHHES1_BONE,-391,"MHH-ES-1",metastasis,bone,pelvis,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,male,<undefined>,12,turkish,<undefined>,Caucasian,ascites,<undefined>,CCLE,DSMZ,"adherent cells of various size, single or in small clusters, growing as monolayer","90% RPMI 1640 +10% h. i. FBS","NA",NaN,~  28 hrs,NaN,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,101.0836765,SARC,
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-346,"JVM-3",primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,male,<undefined>,73,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"lymphoblastoid cells growing in clumps in suspention","90% RPMI 1640 + 10% h. i. FBS","NA",NaN,~  30 hrs,NaN,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,108.0362974,CLL,
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-168,"NOMO-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,female,<undefined>,31,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,HSRRB,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,66.5,AML,AML,Leukemia:AML,120.1151389,LAML,
NCIH727_LUNG,-775,"NCI-H727",primary,lung,bronchus,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS,female,<undefined>,65,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent","RPMI 1640 +10% FBS","NA",5,<undefined>,65.6,other,other,Endocrine,165.1770758,NA,NCIH727
HS343T_FIBROBLAST,-184,"Hs 343.T",primary,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,47,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,breast,fibroblast_like,NA,84.80855584,NA,
HCC2935_LUNG,-150,"HCC2935",primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,<undefined>,39,caucasian,<undefined>,Caucasian,<undefined>,lung_cancer,CCLE,ATCC,"Adherent epithelial","RPMI-1640 + 10% FBS","NA",5,<undefined>,115.9,lung_NSC,lung_NSC,Lung:NSCLC_Others,84.68601916,NA,
HS888T_FIBROBLAST,-154,"Hs 888.T",metastasis,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,male,<undefined>,20,caucasian,<undefined>,Caucasian,lung,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,osteosarcoma,fibroblast_like,NA,109.9014919,NA,
MKN45_STOMACH,-356,"MKN-45",metastasis,stomach,NS,NS,NS,carcinoma,diffuse_adenocarcinoma,NS,NS,female,<undefined>,62,asian,japan,Asian,liver,<undefined>,CCLE,HSRRB,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,stomach,stomach,Gastric:Carcinoma,130.5479853,STAD,
8505C_THYROID,-1307,"8505C",primary,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,female,<undefined>,78,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,HSRRB,"fibroblast-like","Eagle's minimal essential medium with 10% fetal calf serum","NA",NaN,NA,NaN,thyroid,thyroid,Thyroid:Carcinoma,141.2085595,THCA,
KU1919_URINARY_TRACT,-486,"KU-19-19",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,<undefined>,76,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","RPMI +10%FBS","NA",5,<undefined>,35.1,urinary_tract,urinary_tract,Bladder:Carcinoma,164.7429793,BLCA,KU1919
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-983,"KCL-22",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,<undefined>,32,<undefined>,<undefined>,Asian,pleura,<undefined>,CCLE,DSMZ,"round, single cells in suspention, sometimes in small clusters","90% RPMI 1640 + 10% h. i. FBS","NA",NaN,~  24 hrs,NaN,CML,CML,Leukemia:CML,857.8398766,LCML,
CADOES1_BONE,-210,"CADO-ES1",metastasis,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,female,<undefined>,19,asian,japan,Asian,pleura,Ewings_sarcoma,CCLE,DSMZ,"round or fusiform cells growing in clumps as adherent or semi-adherent multicellular spheroids","90% RPMI 1640 +10% h.i.FBS","N/A",10,~ 35 hrs,103.9,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,129.370936,SARC,
S117_THYROID,-37,"S-117",primary,soft_tissue,fibrous_tissue_and_uncertain_origin,thyroid,NS,sarcoma,NS,NS,NS,female,<undefined>,47,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Epithelial monolayer","RPMI+10%FBS","NA",10,<undefined>,107.6,soft_tissue,thyroid,Soft_Tissue:Sarcoma_Others,70.22262185,SARC,
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-295,"EM-2",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,<undefined>,5,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, round to oval cells in suspention","90% RPMI 1640 +10% h.i. FBS","N/A",NaN,~  35-40 hrs,65.8,CML,CML,Leukemia:CML,117.0396003,LCML,
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-24,"OPM-2",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,<undefined>,56,<undefined>,<undefined>,Asian,<undefined>,multiple_myeloma,CCLE,DSMZ,"suspension","RPMI + 10 % FBS","NA",5,<undefined>,93,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,149.10268,MM,
CAL62_THYROID,-174,"CAL-62",primary,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,female,<undefined>,70,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"epithelial-like cells growing in monolayers","DMEM + 10% FBS","N/A",10,~  24 hrs,26,thyroid,thyroid,Thyroid:Carcinoma,89.02444689,THCA,
LCLC103H_LUNG,-627,"LCLC-103H",metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,<undefined>,61,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"pleomorphic, gigantic, adherent cells growing as monolayer","90% RPMI 1640 +10%  h. i. FBS","NA",NaN,~  40 hrs,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,133.4069632,NA,
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-995,"JURKAT",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,<undefined>,14,<undefined>,<undefined>,Caucasian,<undefined>,TALL,CCLE,DSMZ,"round cells growing singly or in clumps in suspention","90% RPMI 1640 +10% h.i.FBS","2mM L-glutamine",NaN,~  25-35 hrs,NaN,T-cell_ALL,T-cell_ALL,Leukemia:ALL,1452.954999,ALL,
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-70,"697",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,<undefined>,12,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"adherent","RPMI + 10 % FBS","NA",5,<undefined>,46.6,leukemia_other,leukemia_other,Leukemia:ALL,75.69945569,ALL,
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-20,"MHH-CALL-2",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,<undefined>,15,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, relatively small round cells growing in suspention","80% RPMI 1640 +20% h. i. FBS","NA",NaN,~  100 hrs,NaN,B-cell_ALL,B-cell_ALL,Leukemia:ALL,58.29266472,ALL,
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-602,"M-07e",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M7,NS,female,pediatric,0.5,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single round cells in suspention, a few cells are lightly adherent","80-90% Iscove's MDM or RPMI 1640 +10-20% h. i. FBS","1L-3 ( 10ng/ml) or GM-CSF(10ng/ml) or 10-20% vol conditioned medium of cell line 5637(DSM-ACC 35)",NaN,~  40 hrs,NaN,AML,AML,Leukemia:AML,112.4325512,LAML,
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-754,"L-428",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,female,<undefined>,37,<undefined>,<undefined>,Caucasian,pleura,lymphoma,CCLE,DSMZ,"Supsension","RPMI 1640 +10%FBS","NA",5,<undefined>,NaN,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,157.597842,NA,
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-918,"MOLT-16",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,female,<undefined>,5,<undefined>,<undefined>,African_american,<undefined>,<undefined>,CCLE,DSMZ,"round to elongated single cells growing in suspention","80-90% RPMI 1640 +10-20% h. i. FBS","NA",NaN,~  30 hrs,NaN,T-cell_ALL,T-cell_ALL,Leukemia:ALL,346.9044201,ALL,
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-294,"NB-4",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M3,NS,female,<undefined>,23,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single cells in suspention, round or polymorphic cells, very few are giant cells","90% rPMI 1640 + 10% h. i. FBS","NA",NaN,~  35-45 hrs,NaN,AML,AML,Leukemia:AML,110.9067632,LAML,
LCLC97TM1_LUNG,-596,"LCLC-97TM1",primary,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,<undefined>,44,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"adherent epitheloid cells densely packed in islets,growing as monolayers","80% RPMI 1640 + 20% h. i. FBS","NA",NaN,> 50 hrs,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,147.9145815,NA,
2313287_STOMACH,-948,"23132/87",primary,stomach,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,72,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"aderent epithelial cells growing as confluent monolayers","90%RPMI 1640+10% h.i FBS","n/a",10,50 hrs,97.6,stomach,stomach,Gastric:Carcinoma,521.3552528,STAD,
BHT101_THYROID,-191,"BHT-101",metastasis,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,female,<undefined>,63,<undefined>,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,DSMZ,"epithelial- like cells growing in monolayers","80% Dulbecco's MEM +20% h.i. FBS +0.5% human serum (+0.005 lu/ml TSH +5ug/ml human insulin-cells grow also without these latter supplements)","0.5%human serum(+0.005",10,~  2-3 days,38.5,thyroid,thyroid,Thyroid:Carcinoma,103.9713223,THCA,
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-106,"JVM-2",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,female,<undefined>,63,<undefined>,<undefined>,Caucasian,<undefined>,B-prolymphocytic_leukemia,CCLE,DSMZ,"lymphoblastoid, round to polygonal cells growing in clusters in suspention","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  50-70 hrs,NaN,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,84.15284963,CLL,
CAL51_BREAST,-856,"CAL-51",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,45,<undefined>,<undefined>,Caucasian,pleura,breast_cancer,CCLE,DSMZ,"epithelial-like adherent cells growing in monolayers; the culture contains usually a large amount of cell debris","80% Dulbecco's MEM(4.5g/L glucose) +20% h.i.FBS","N/A",10,>60 hrs,26.8,breast,breast,Breast:Carcinoma,206.8416265,BRCA,CAL51
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-183,"L-363",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,<undefined>,36,<undefined>,<undefined>,Caucasian,<undefined>,plasma_cell_leukemia,CCLE,DSMZ,"SUSPENSION","RPMI-1640+ 15% FBS","<undefined>",NaN,<undefined>,60.54,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,92.88219793,MM,
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-815,"KM-H2",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,<undefined>,37,<undefined>,<undefined>,Asian,pleura,lymphoma,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,217.276314,NA,
SIMA_AUTONOMIC_GANGLIA,-99,"SIMA",primary,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,male,<undefined>,1.6666,caucasian,europe,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"cell shape is bipolar, cells growing as monolayer or forming foci","90% RPMI 1640 +10% h.i. FBS","2mM L-glutamine",NaN,highly variable ~  34-100 hrs,NaN,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,84.11208291,NB,
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-287,"NU-DUL-1",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,<undefined>,43,caucasian,<undefined>,Caucasian,cerebrospinal_fluid,<undefined>,CCLE,DSMZ,"polymorphic cells growing singly in suspention","85% RPMI 1640 +15% h. i. FBS","NA",NaN,~  30-36 hrs,NaN,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,87.64649975,DLBC,
BC3C_URINARY_TRACT,-593,"BC-3C",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,<undefined>,82,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"adherent monolayers","McCoy's 5A +10% FBS","NA",5,<undefined>,40.7,urinary_tract,urinary_tract,Bladder:Carcinoma,117.9901815,BLCA,
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-611,"SU-DHL-6",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,<undefined>,43,<undefined>,<undefined>,Caucasian,peritoneum,B-cell non-Hodgkin lymphoma,CCLE,DSMZ,"SUSPENSION","RPMI-1640+ 20% FBS","NA",5,<undefined>,48,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,128.1284701,DLBC,
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-193,"KARPAS-620",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,<undefined>,77,<undefined>,<undefined>,Caucasian,<undefined>,plasma_cell_leukemia,CCLE,DSMZ,"single round to polymorph cells growing in suspension","80%RPMI-1640+20% FBS","NA",10,60 hrs,67.6,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,86.34912544,MM,
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-68,"REC-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mantle_cell_lymphoma,NS,NS,male,<undefined>,61,<undefined>,<undefined>,Caucasian,<undefined>,mantle_cell_lymphoma,CCLE,DSMZ,"small round cells growing singly or in  clumps in suspention","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  20-40 hrs,NaN,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,84.25322655,DLBC,
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-751,"OCI-M1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,<undefined>,<undefined>,62,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"round cells growind singly in suspention","80-90% Iscove's MDM +10-20% h.i. FBS","NA",NaN,~  30 hrs,NaN,AML,AML,Leukemia:AML,171.0793336,LAML,
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-405,"MEC-1",primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,male,<undefined>,61,caucasian,<undefined>,Caucasian,<undefined>,lymphoma,CCLE,DSMZ,"round  to polymorphic cells growing in suspention, singly or partly in small aggregates, a few cells  are slightly adherent","90% Iscove's MDM +10% h. i. FBS","NA",NaN,~  40 hrs,NaN,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,123.8583783,CLL,
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-112,"SIG-M5",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5a,NS,male,<undefined>,63,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"large round cells growing singly  in suspention","80% Iscove's MDM + 20% h.i. FBS","NA",NaN,~  72 hrs,NaN,AML,AML,Leukemia:AML,93.0784535,LAML,
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-660,"SU-DHL-5",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,<undefined>,17,<undefined>,<undefined>,Caucasian,lymph_node,B-cell non-Hodgkin lymphoma,CCLE,DSMZ,"Supsension","RPMI +10%FBS","NA",5,<undefined>,NaN,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,126.2473501,DLBC,
BCPAP_THYROID,-456,"B-CPAP",primary,thyroid,NS,NS,NS,carcinoma,papillary_carcinoma,NS,NS,female,<undefined>,76,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Spindle- or round-shaped cells growing adherently as monolayer","90% RPMI 1640 + 10% h.i.FBS","NA",10,~  30 hrs,36.2,thyroid,thyroid,Thyroid:Carcinoma,112.5260944,THCA,
639V_URINARY_TRACT,-973,"639-V",primary,urinary_tract,ureter,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,<undefined>,69,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent epithelial monolayer","DMEM + 10% FBS","NA",10,<undefined>,35.8,urinary_tract,urinary_tract,Bladder:Carcinoma,683.9508067,BLCA,
CL11_LARGE_INTESTINE,-249,"CL-11",primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"adherent epitheloid cells growing in monolayers and forming islets","80% mixture of Ham's F12 + Dulbecco's MEM (at 1:1) +20% h.i FBS","N/A",10,~ 3-4 days,98.8,colorectal,colorectal,Colorectal:Carcinoma,94.32458717,COAD/READ,
TT2609C02_THYROID,-716,"TT2609-C02",primary,thyroid,NS,NS,NS,carcinoma,follicular_carcinoma,NS,NS,male,<undefined>,57,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"small cells growing adherent but irregularly in monolayers","80-85% RPMI 1640 +15-20% h.i. FBS","1mM sodium pyruvate + insulin-transferrin-selentite medium supplement",NaN,~  60-80 hrs,NaN,thyroid,thyroid,Thyroid:Carcinoma,147.7576774,THCA,
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1121,"MEC-2",primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,male,<undefined>,62,caucasian,<undefined>,Caucasian,<undefined>,lymphoma,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,lymphoma_other,B-cell_lymphoma_other,NA,NaN,NA,
CL34_LARGE_INTESTINE,-895,"CL-34",primary,large_intestine,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"epithelial-like cells growing as monolayer; cells do not grow to complete confluency","DMEM:HAM's F12  1:1  +20% FBS","N/A",10,~  48 hrs,NaN,colorectal,colorectal,Colorectal:Carcinoma,289.0129884,COAD/READ,
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-922,"RCH-ACV",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,<undefined>,8,<undefined>,<undefined>,Caucasian,<undefined>,acute lymphoblastic leukemia,CCLE,DSMZ,"small round cells growing singly or in small clumps in suspention; accasional adherent cells present","80-90% RPMI 1640 +10-20% h.i. FBS","NA",NaN,~  30-50 hrs,39.3,leukemia_other,leukemia_other,Leukemia:ALL,348.9953553,ALL,
CAL120_BREAST,-212,"CAL-120",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,43,<undefined>,<undefined>,Caucasian,pleura,breast_cancer,CCLE,DSMZ,"ADHERENT CELLS, GROWING IN MONOLAYERS","DMEM+ 10% FBS","NA",5,<undefined>,52.4,breast,breast,Breast:Carcinoma,99.29632008,BRCA,
647V_URINARY_TRACT,-896,"647-V",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","DMEM +15%FBS","2 mM L-glutamine",10,<undefined>,92.4,urinary_tract,urinary_tract,Bladder:Carcinoma,262.2241885,BLCA,647V
RH18_SOFT_TISSUE,-689,"RH-18",primary,soft_tissue,striated_muscle,abdomen,NS,rhabdomyosarcoma,alveolar,NS,NS,female,pediatric,2,<undefined>,<undefined>,NA,<undefined>,<undefined>,CCLE,DSMZ,"large transparent epitheloid cells, partially with long extentions, growing as monolayers","80% RPMI 1640 +20% h.i. FBS","NA",NaN,~  60-70 hrs,NaN,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,138.7127299,SARC,
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-369,"MOLM-16",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M0,NS,female,<undefined>,77,asian,japan,Asian,<undefined>,<undefined>,CCLE,DSMZ,"single or small clumps in suspension","RPMI-1640+20% FBS","10ng/ml GM-CSF",5,50-80hrs,73.9,AML,AML,Leukemia:AML,136.4703782,LAML,
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-487,"F-36P",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,<undefined>,68,<undefined>,<undefined>,Asian,pleura,<undefined>,CCLE,DSMZ,"polymorph cells growing as adherent cells and singly in suspention","80% RPMI 1640 + 10% h.i.FBS","10 ng/ml GM-CSF",NaN,~  24-36 hrs,NaN,AML,AML,Leukemia:AML,167.7509478,LAML,
